[000000] Main INICIO

[000000] criando 133 tarefas...
Progresso 2617000/5236609 [Task 126]
Progresso 2618000/5236609 [Task 62]
Progresso 2619000/5236609 [Task 131]
Progresso 2620000/5236609 [Task 67]
Progresso 2621000/5236609 [Task 3]
Progresso 2622000/5236609 [Task 72]
Progresso 2623000/5236609 [Task 8]
Progresso 2624000/5236609 [Task 77]
Progresso 2625000/5236609 [Task 13]
Progresso 2626000/5236609 [Task 82]
Progresso 2627000/5236609 [Task 18]
Progresso 2628000/5236609 [Task 87]
Progresso 2629000/5236609 [Task 23]
Progresso 2630000/5236609 [Task 92]
Progresso 2631000/5236609 [Task 28]
Progresso 2632000/5236609 [Task 97]
Progresso 2633000/5236609 [Task 33]
Progresso 2634000/5236609 [Task 102]
Progresso 2635000/5236609 [Task 38]
Progresso 2636000/5236609 [Task 107]
Progresso 2637000/5236609 [Task 43]
Progresso 2638000/5236609 [Task 112]
Progresso 2639000/5236609 [Task 48]
Progresso 2640000/5236609 [Task 117]
Progresso 2641000/5236609 [Task 53]
Progresso 2642000/5236609 [Task 122]
Progresso 2643000/5236609 [Task 58]
Progresso 2644000/5236609 [Task 127]
Progresso 2645000/5236609 [Task 63]
Progresso 2646000/5236609 [Task 132]
Progresso 2647000/5236609 [Task 68]
Progresso 2648000/5236609 [Task 4]
Progresso 2649000/5236609 [Task 73]
Progresso 2650000/5236609 [Task 9]
Progresso 2651000/5236609 [Task 78]
Progresso 2652000/5236609 [Task 14]
Progresso 2653000/5236609 [Task 83]
Progresso 2654000/5236609 [Task 19]
Progresso 2655000/5236609 [Task 88]
Progresso 2656000/5236609 [Task 24]
Progresso 2657000/5236609 [Task 93]
Progresso 2658000/5236609 [Task 29]
Progresso 2659000/5236609 [Task 98]
Progresso 2660000/5236609 [Task 34]
Progresso 2661000/5236609 [Task 103]
Progresso 2662000/5236609 [Task 39]
Progresso 2663000/5236609 [Task 108]
Progresso 2664000/5236609 [Task 44]
Progresso 2665000/5236609 [Task 113]
Progresso 2666000/5236609 [Task 49]
Progresso 2667000/5236609 [Task 118]
Progresso 2668000/5236609 [Task 54]
Progresso 2669000/5236609 [Task 123]
Progresso 2670000/5236609 [Task 59]
Progresso 2671000/5236609 [Task 128]
Progresso 2672000/5236609 [Task 64]
Progresso 2673000/5236609 [Task 133]
Progresso 2674000/5236609 [Task 69]
Progresso 2675000/5236609 [Task 5]
Progresso 2676000/5236609 [Task 74]
Progresso 2677000/5236609 [Task 10]
Progresso 2678000/5236609 [Task 79]
Progresso 2679000/5236609 [Task 15]
Progresso 2680000/5236609 [Task 84]
Progresso 2681000/5236609 [Task 20]
Progresso 2682000/5236609 [Task 89]
Progresso 2683000/5236609 [Task 25]
Progresso 2684000/5236609 [Task 94]
Progresso 2685000/5236609 [Task 30]
Progresso 2686000/5236609 [Task 99]
Progresso 2687000/5236609 [Task 35]
Progresso 2688000/5236609 [Task 104]
Progresso 2689000/5236609 [Task 40]
Progresso 2690000/5236609 [Task 109]
Progresso 2691000/5236609 [Task 45]
Progresso 2692000/5236609 [Task 114]
Progresso 2693000/5236609 [Task 50]
Progresso 2694000/5236609 [Task 119]
Progresso 2695000/5236609 [Task 55]
Progresso 2696000/5236609 [Task 124]
Progresso 2697000/5236609 [Task 60]
Progresso 2698000/5236609 [Task 129]
Progresso 2699000/5236609 [Task 65]
Progresso 2700000/5236609 [Task 134]
Progresso 2701000/5236609 [Task 70]
Progresso 2702000/5236609 [Task 6]
Progresso 2703000/5236609 [Task 75]
Progresso 2704000/5236609 [Task 11]
Progresso 2705000/5236609 [Task 80]
Progresso 2706000/5236609 [Task 16]
Progresso 2707000/5236609 [Task 85]
Progresso 2708000/5236609 [Task 21]
Progresso 2709000/5236609 [Task 90]
Progresso 2710000/5236609 [Task 26]
Progresso 2711000/5236609 [Task 95]
Progresso 2712000/5236609 [Task 31]
Progresso 2713000/5236609 [Task 100]
Progresso 2714000/5236609 [Task 36]
Progresso 2715000/5236609 [Task 105]
Progresso 2716000/5236609 [Task 41]
Progresso 2717000/5236609 [Task 110]
Progresso 2718000/5236609 [Task 46]
Progresso 2719000/5236609 [Task 115]
Progresso 2720000/5236609 [Task 51]
Progresso 2721000/5236609 [Task 120]
Progresso 2722000/5236609 [Task 56]
Progresso 2723000/5236609 [Task 125]
Progresso 2724000/5236609 [Task 61]
Progresso 2725000/5236609 [Task 130]
Progresso 2726000/5236609 [Task 66]
Progresso 2727000/5236609 [Task 2]
Progresso 2728000/5236609 [Task 71]
Progresso 2729000/5236609 [Task 7]
Progresso 2730000/5236609 [Task 76]
Progresso 2731000/5236609 [Task 12]
Progresso 2732000/5236609 [Task 81]
Progresso 2733000/5236609 [Task 17]
Progresso 2734000/5236609 [Task 86]
Progresso 2735000/5236609 [Task 22]
Progresso 2736000/5236609 [Task 91]
Progresso 2737000/5236609 [Task 27]
Progresso 2738000/5236609 [Task 96]
Progresso 2739000/5236609 [Task 32]
Progresso 2740000/5236609 [Task 101]
Progresso 2741000/5236609 [Task 37]
Progresso 2742000/5236609 [Task 106]
Progresso 2743000/5236609 [Task 42]
Progresso 2744000/5236609 [Task 111]
Progresso 2745000/5236609 [Task 47]
Progresso 2746000/5236609 [Task 116]
Progresso 2747000/5236609 [Task 52]
Progresso 2748000/5236609 [Task 121]
Progresso 2749000/5236609 [Task 57]
Progresso 2750000/5236609 [Task 126]
Progresso 2751000/5236609 [Task 62]
Progresso 2752000/5236609 [Task 131]
Progresso 2753000/5236609 [Task 67]
Progresso 2754000/5236609 [Task 3]
Progresso 2755000/5236609 [Task 72]
Progresso 2756000/5236609 [Task 8]
Progresso 2757000/5236609 [Task 77]
Progresso 2758000/5236609 [Task 13]
Progresso 2759000/5236609 [Task 82]
Progresso 2760000/5236609 [Task 18]
Progresso 2761000/5236609 [Task 87]
Progresso 2762000/5236609 [Task 23]
Progresso 2763000/5236609 [Task 92]
Progresso 2764000/5236609 [Task 28]
Progresso 2765000/5236609 [Task 97]
Progresso 2766000/5236609 [Task 33]
Progresso 2767000/5236609 [Task 102]
Progresso 2768000/5236609 [Task 38]
Progresso 2769000/5236609 [Task 107]
Progresso 2770000/5236609 [Task 43]
Progresso 2771000/5236609 [Task 112]
Progresso 2772000/5236609 [Task 48]
Progresso 2773000/5236609 [Task 117]
Progresso 2774000/5236609 [Task 53]
Progresso 2775000/5236609 [Task 122]
Progresso 2776000/5236609 [Task 58]
Progresso 2777000/5236609 [Task 127]
Progresso 2778000/5236609 [Task 63]
Progresso 2779000/5236609 [Task 132]
Progresso 2780000/5236609 [Task 68]
Progresso 2781000/5236609 [Task 4]
Progresso 2782000/5236609 [Task 73]
Progresso 2783000/5236609 [Task 9]
Progresso 2784000/5236609 [Task 78]
Progresso 2785000/5236609 [Task 14]
Progresso 2786000/5236609 [Task 83]
Progresso 2787000/5236609 [Task 19]
Progresso 2788000/5236609 [Task 88]
Progresso 2789000/5236609 [Task 24]
Progresso 2790000/5236609 [Task 93]
Progresso 2791000/5236609 [Task 29]
Progresso 2792000/5236609 [Task 98]
Progresso 2793000/5236609 [Task 34]
Progresso 2794000/5236609 [Task 103]
Progresso 2795000/5236609 [Task 39]
Progresso 2796000/5236609 [Task 108]
Progresso 2797000/5236609 [Task 44]
Progresso 2798000/5236609 [Task 113]
Progresso 2799000/5236609 [Task 49]
Progresso 2800000/5236609 [Task 118]
Progresso 2801000/5236609 [Task 54]
Progresso 2802000/5236609 [Task 123]
Progresso 2803000/5236609 [Task 59]
Progresso 2804000/5236609 [Task 128]
Progresso 2805000/5236609 [Task 64]
Progresso 2806000/5236609 [Task 133]
Progresso 2807000/5236609 [Task 69]
Progresso 2808000/5236609 [Task 5]
Progresso 2809000/5236609 [Task 74]
Progresso 2810000/5236609 [Task 10]
Progresso 2811000/5236609 [Task 79]
Progresso 2812000/5236609 [Task 15]
Progresso 2813000/5236609 [Task 84]
Progresso 2814000/5236609 [Task 20]
Progresso 2815000/5236609 [Task 89]
Progresso 2816000/5236609 [Task 25]
Progresso 2817000/5236609 [Task 94]
Progresso 2818000/5236609 [Task 30]
Progresso 2819000/5236609 [Task 99]
Progresso 2820000/5236609 [Task 35]
Progresso 2821000/5236609 [Task 104]
Progresso 2822000/5236609 [Task 40]
Progresso 2823000/5236609 [Task 109]
Progresso 2824000/5236609 [Task 45]
Progresso 2825000/5236609 [Task 114]
Progresso 2826000/5236609 [Task 50]
Progresso 2827000/5236609 [Task 119]
Progresso 2828000/5236609 [Task 55]
Progresso 2829000/5236609 [Task 124]
Progresso 2830000/5236609 [Task 60]
Progresso 2831000/5236609 [Task 129]
Progresso 2832000/5236609 [Task 65]
Progresso 2833000/5236609 [Task 134]
Progresso 2834000/5236609 [Task 70]
Progresso 2835000/5236609 [Task 6]
Progresso 2836000/5236609 [Task 75]
Progresso 2837000/5236609 [Task 11]
Progresso 2838000/5236609 [Task 80]
Progresso 2839000/5236609 [Task 16]
Progresso 2840000/5236609 [Task 85]
Progresso 2841000/5236609 [Task 21]
Progresso 2842000/5236609 [Task 90]
Progresso 2843000/5236609 [Task 26]
Progresso 2844000/5236609 [Task 95]
Progresso 2845000/5236609 [Task 31]
Progresso 2846000/5236609 [Task 100]
Progresso 2847000/5236609 [Task 36]
Progresso 2848000/5236609 [Task 105]
Progresso 2849000/5236609 [Task 41]
Progresso 2850000/5236609 [Task 110]
Progresso 2851000/5236609 [Task 46]
Progresso 2852000/5236609 [Task 115]
Progresso 2853000/5236609 [Task 51]
Progresso 2854000/5236609 [Task 120]
Progresso 2855000/5236609 [Task 56]
Progresso 2856000/5236609 [Task 125]
Progresso 2857000/5236609 [Task 61]
Progresso 2858000/5236609 [Task 130]
Progresso 2859000/5236609 [Task 66]
Progresso 2860000/5236609 [Task 2]
Progresso 2861000/5236609 [Task 71]
Progresso 2862000/5236609 [Task 7]
Progresso 2863000/5236609 [Task 76]
Progresso 2864000/5236609 [Task 12]
Progresso 2865000/5236609 [Task 81]
Progresso 2866000/5236609 [Task 17]
Progresso 2867000/5236609 [Task 86]
Progresso 2868000/5236609 [Task 22]
Progresso 2869000/5236609 [Task 91]
Progresso 2870000/5236609 [Task 27]
Progresso 2871000/5236609 [Task 96]
Progresso 2872000/5236609 [Task 32]
Progresso 2873000/5236609 [Task 101]
Progresso 2874000/5236609 [Task 37]
Progresso 2875000/5236609 [Task 106]
Progresso 2876000/5236609 [Task 42]
Progresso 2877000/5236609 [Task 111]
Progresso 2878000/5236609 [Task 47]
Progresso 2879000/5236609 [Task 116]
Progresso 2880000/5236609 [Task 52]
Progresso 2881000/5236609 [Task 121]
Progresso 2882000/5236609 [Task 57]
Progresso 2883000/5236609 [Task 126]
Progresso 2884000/5236609 [Task 62]
Progresso 2885000/5236609 [Task 131]
Progresso 2886000/5236609 [Task 67]
Progresso 2887000/5236609 [Task 3]
Progresso 2888000/5236609 [Task 72]
Progresso 2889000/5236609 [Task 8]
Progresso 2890000/5236609 [Task 77]
Progresso 2891000/5236609 [Task 13]
Progresso 2892000/5236609 [Task 82]
Progresso 2893000/5236609 [Task 18]
Progresso 2894000/5236609 [Task 87]
Progresso 2895000/5236609 [Task 23]
Progresso 2896000/5236609 [Task 92]
Progresso 2897000/5236609 [Task 28]
Progresso 2898000/5236609 [Task 97]
Progresso 2899000/5236609 [Task 33]
Progresso 2900000/5236609 [Task 102]
Progresso 2901000/5236609 [Task 38]
Progresso 2902000/5236609 [Task 107]
Progresso 2903000/5236609 [Task 43]
Progresso 2904000/5236609 [Task 112]
Progresso 2905000/5236609 [Task 48]
Progresso 2906000/5236609 [Task 117]
Progresso 2907000/5236609 [Task 53]
Progresso 2908000/5236609 [Task 122]
Progresso 2909000/5236609 [Task 58]
Progresso 2910000/5236609 [Task 127]
Progresso 2911000/5236609 [Task 63]
Progresso 2912000/5236609 [Task 132]
Progresso 2913000/5236609 [Task 68]
Progresso 2914000/5236609 [Task 4]
Progresso 2915000/5236609 [Task 73]
Progresso 2916000/5236609 [Task 9]
Progresso 2917000/5236609 [Task 78]
Progresso 2918000/5236609 [Task 14]
Progresso 2919000/5236609 [Task 83]
Progresso 2920000/5236609 [Task 19]
Progresso 2921000/5236609 [Task 88]
Progresso 2922000/5236609 [Task 24]
Progresso 2923000/5236609 [Task 93]
Progresso 2924000/5236609 [Task 29]
Progresso 2925000/5236609 [Task 98]
Progresso 2926000/5236609 [Task 34]
Progresso 2927000/5236609 [Task 103]
Progresso 2928000/5236609 [Task 39]
Progresso 2929000/5236609 [Task 108]
Progresso 2930000/5236609 [Task 44]
Progresso 2931000/5236609 [Task 113]
Progresso 2932000/5236609 [Task 49]
Progresso 2933000/5236609 [Task 118]
Progresso 2934000/5236609 [Task 54]
Progresso 2935000/5236609 [Task 123]
Progresso 2936000/5236609 [Task 59]
Progresso 2937000/5236609 [Task 128]
Progresso 2938000/5236609 [Task 64]
Progresso 2939000/5236609 [Task 133]
Progresso 2940000/5236609 [Task 69]
Progresso 2941000/5236609 [Task 5]
Progresso 2942000/5236609 [Task 74]
Progresso 2943000/5236609 [Task 10]
Progresso 2944000/5236609 [Task 79]
Progresso 2945000/5236609 [Task 15]
Progresso 2946000/5236609 [Task 84]
Progresso 2947000/5236609 [Task 20]
Progresso 2948000/5236609 [Task 89]
Progresso 2949000/5236609 [Task 25]
Progresso 2950000/5236609 [Task 94]
Progresso 2951000/5236609 [Task 30]
Progresso 2952000/5236609 [Task 99]
Progresso 2953000/5236609 [Task 35]
Progresso 2954000/5236609 [Task 104]
Progresso 2955000/5236609 [Task 40]
Progresso 2956000/5236609 [Task 109]
Progresso 2957000/5236609 [Task 45]
Progresso 2958000/5236609 [Task 114]
Progresso 2959000/5236609 [Task 50]
Progresso 2960000/5236609 [Task 119]
Progresso 2961000/5236609 [Task 55]
Progresso 2962000/5236609 [Task 124]
Progresso 2963000/5236609 [Task 60]
Progresso 2964000/5236609 [Task 129]
Progresso 2965000/5236609 [Task 65]
Progresso 2966000/5236609 [Task 134]
Progresso 2967000/5236609 [Task 70]
Progresso 2968000/5236609 [Task 6]
Progresso 2969000/5236609 [Task 75]
Progresso 2970000/5236609 [Task 11]
Progresso 2971000/5236609 [Task 80]
Progresso 2972000/5236609 [Task 16]
Progresso 2973000/5236609 [Task 85]
Progresso 2974000/5236609 [Task 21]
Progresso 2975000/5236609 [Task 90]
Progresso 2976000/5236609 [Task 26]
Progresso 2977000/5236609 [Task 95]
Progresso 2978000/5236609 [Task 31]
Progresso 2979000/5236609 [Task 100]
Progresso 2980000/5236609 [Task 36]
Progresso 2981000/5236609 [Task 105]
Progresso 2982000/5236609 [Task 41]
Progresso 2983000/5236609 [Task 110]
Progresso 2984000/5236609 [Task 46]
Progresso 2985000/5236609 [Task 115]
Progresso 2986000/5236609 [Task 51]
Progresso 2987000/5236609 [Task 120]
Progresso 2988000/5236609 [Task 56]
Progresso 2989000/5236609 [Task 125]
Progresso 2990000/5236609 [Task 61]
Progresso 2991000/5236609 [Task 130]
Progresso 2992000/5236609 [Task 66]
Progresso 2993000/5236609 [Task 2]
Progresso 2994000/5236609 [Task 71]
Progresso 2995000/5236609 [Task 7]
Progresso 2996000/5236609 [Task 76]
Progresso 2997000/5236609 [Task 12]
Progresso 2998000/5236609 [Task 81]
Progresso 2999000/5236609 [Task 17]
Progresso 3000000/5236609 [Task 86]
Progresso 3001000/5236609 [Task 22]
Progresso 3002000/5236609 [Task 91]
Progresso 3003000/5236609 [Task 27]
Progresso 3004000/5236609 [Task 96]
Progresso 3005000/5236609 [Task 32]
Progresso 3006000/5236609 [Task 101]
Progresso 3007000/5236609 [Task 37]
Progresso 3008000/5236609 [Task 106]
Progresso 3009000/5236609 [Task 42]
Progresso 3010000/5236609 [Task 111]
Progresso 3011000/5236609 [Task 47]
Progresso 3012000/5236609 [Task 116]
Progresso 3013000/5236609 [Task 52]
Progresso 3014000/5236609 [Task 121]
Progresso 3015000/5236609 [Task 57]
Progresso 3016000/5236609 [Task 126]
Progresso 3017000/5236609 [Task 62]
Progresso 3018000/5236609 [Task 131]
Progresso 3019000/5236609 [Task 67]
Progresso 3020000/5236609 [Task 3]
Progresso 3021000/5236609 [Task 72]
Progresso 3022000/5236609 [Task 8]
Progresso 3023000/5236609 [Task 77]
Progresso 3024000/5236609 [Task 13]
Progresso 3025000/5236609 [Task 82]
Progresso 3026000/5236609 [Task 18]
Progresso 3027000/5236609 [Task 87]
Progresso 3028000/5236609 [Task 23]
Progresso 3029000/5236609 [Task 92]
Progresso 3030000/5236609 [Task 28]
Progresso 3031000/5236609 [Task 97]
Progresso 3032000/5236609 [Task 33]
Progresso 3033000/5236609 [Task 102]
Progresso 3034000/5236609 [Task 38]
Progresso 3035000/5236609 [Task 107]
Progresso 3036000/5236609 [Task 43]
Progresso 3037000/5236609 [Task 112]
Progresso 3038000/5236609 [Task 48]
Progresso 3039000/5236609 [Task 117]
Progresso 3040000/5236609 [Task 53]
Progresso 3041000/5236609 [Task 122]
Progresso 3042000/5236609 [Task 58]
Progresso 3043000/5236609 [Task 127]
Progresso 3044000/5236609 [Task 63]
Progresso 3045000/5236609 [Task 132]
Progresso 3046000/5236609 [Task 68]
Progresso 3047000/5236609 [Task 4]
Progresso 3048000/5236609 [Task 73]
Progresso 3049000/5236609 [Task 9]
Progresso 3050000/5236609 [Task 78]
Progresso 3051000/5236609 [Task 14]
Progresso 3052000/5236609 [Task 83]
Progresso 3053000/5236609 [Task 19]
Progresso 3054000/5236609 [Task 88]
Progresso 3055000/5236609 [Task 24]
Progresso 3056000/5236609 [Task 93]
Progresso 3057000/5236609 [Task 29]
Progresso 3058000/5236609 [Task 98]
Progresso 3059000/5236609 [Task 34]
Progresso 3060000/5236609 [Task 103]
Progresso 3061000/5236609 [Task 39]
Progresso 3062000/5236609 [Task 108]
Progresso 3063000/5236609 [Task 44]
Progresso 3064000/5236609 [Task 113]
Progresso 3065000/5236609 [Task 49]
Progresso 3066000/5236609 [Task 118]
Progresso 3067000/5236609 [Task 54]
Progresso 3068000/5236609 [Task 123]
Progresso 3069000/5236609 [Task 59]
Progresso 3070000/5236609 [Task 128]
Progresso 3071000/5236609 [Task 64]
Progresso 3072000/5236609 [Task 133]
Progresso 3073000/5236609 [Task 69]
Progresso 3074000/5236609 [Task 5]
Progresso 3075000/5236609 [Task 74]
Progresso 3076000/5236609 [Task 10]
Progresso 3077000/5236609 [Task 79]
Progresso 3078000/5236609 [Task 15]
Progresso 3079000/5236609 [Task 84]
Progresso 3080000/5236609 [Task 20]
Progresso 3081000/5236609 [Task 89]
Progresso 3082000/5236609 [Task 25]
Progresso 3083000/5236609 [Task 94]
Progresso 3084000/5236609 [Task 30]
Progresso 3085000/5236609 [Task 99]
Progresso 3086000/5236609 [Task 35]
Progresso 3087000/5236609 [Task 104]
Progresso 3088000/5236609 [Task 40]
Progresso 3089000/5236609 [Task 109]
Progresso 3090000/5236609 [Task 45]
Progresso 3091000/5236609 [Task 114]
Progresso 3092000/5236609 [Task 50]
Progresso 3093000/5236609 [Task 119]
Progresso 3094000/5236609 [Task 55]
Progresso 3095000/5236609 [Task 124]
Progresso 3096000/5236609 [Task 60]
Progresso 3097000/5236609 [Task 129]
Progresso 3098000/5236609 [Task 65]
Progresso 3099000/5236609 [Task 134]
Progresso 3100000/5236609 [Task 70]
Progresso 3101000/5236609 [Task 6]
Progresso 3102000/5236609 [Task 75]
Progresso 3103000/5236609 [Task 11]
Progresso 3104000/5236609 [Task 80]
Progresso 3105000/5236609 [Task 16]
Progresso 3106000/5236609 [Task 85]
Progresso 3107000/5236609 [Task 21]
Progresso 3108000/5236609 [Task 90]
Progresso 3109000/5236609 [Task 26]
Progresso 3110000/5236609 [Task 95]
Progresso 3111000/5236609 [Task 31]
Progresso 3112000/5236609 [Task 100]
Progresso 3113000/5236609 [Task 36]
Progresso 3114000/5236609 [Task 105]
Progresso 3115000/5236609 [Task 41]
Progresso 3116000/5236609 [Task 110]
Progresso 3117000/5236609 [Task 46]
Progresso 3118000/5236609 [Task 115]
Progresso 3119000/5236609 [Task 51]
Progresso 3120000/5236609 [Task 120]
Progresso 3121000/5236609 [Task 56]
Progresso 3122000/5236609 [Task 125]
Progresso 3123000/5236609 [Task 61]
Progresso 3124000/5236609 [Task 130]
Progresso 3125000/5236609 [Task 66]
Progresso 3126000/5236609 [Task 2]
Progresso 3127000/5236609 [Task 71]
Progresso 3128000/5236609 [Task 7]
Progresso 3129000/5236609 [Task 76]
Progresso 3130000/5236609 [Task 12]
Progresso 3131000/5236609 [Task 81]
Progresso 3132000/5236609 [Task 17]
Progresso 3133000/5236609 [Task 86]
Progresso 3134000/5236609 [Task 22]
Progresso 3135000/5236609 [Task 91]
Progresso 3136000/5236609 [Task 27]
Progresso 3137000/5236609 [Task 96]
Progresso 3138000/5236609 [Task 32]
Progresso 3139000/5236609 [Task 101]
Progresso 3140000/5236609 [Task 37]
Progresso 3141000/5236609 [Task 106]
Progresso 3142000/5236609 [Task 42]
Progresso 3143000/5236609 [Task 111]
Progresso 3144000/5236609 [Task 47]
Progresso 3145000/5236609 [Task 116]
Progresso 3146000/5236609 [Task 52]
Progresso 3147000/5236609 [Task 121]
Progresso 3148000/5236609 [Task 57]
Progresso 3149000/5236609 [Task 126]
Progresso 3150000/5236609 [Task 62]
Progresso 3151000/5236609 [Task 131]
Progresso 3152000/5236609 [Task 67]
Progresso 3153000/5236609 [Task 3]
Progresso 3154000/5236609 [Task 72]
Progresso 3155000/5236609 [Task 8]
Progresso 3156000/5236609 [Task 77]
Progresso 3157000/5236609 [Task 13]
Progresso 3158000/5236609 [Task 82]
Progresso 3159000/5236609 [Task 18]
Progresso 3160000/5236609 [Task 87]
Progresso 3161000/5236609 [Task 23]
Progresso 3162000/5236609 [Task 92]
Progresso 3163000/5236609 [Task 28]
Progresso 3164000/5236609 [Task 97]
Progresso 3165000/5236609 [Task 33]
Progresso 3166000/5236609 [Task 102]
Progresso 3167000/5236609 [Task 38]
Progresso 3168000/5236609 [Task 107]
Progresso 3169000/5236609 [Task 43]
Progresso 3170000/5236609 [Task 112]
Progresso 3171000/5236609 [Task 48]
Progresso 3172000/5236609 [Task 117]
Progresso 3173000/5236609 [Task 53]
Progresso 3174000/5236609 [Task 122]
Progresso 3175000/5236609 [Task 58]
Progresso 3176000/5236609 [Task 127]
Progresso 3177000/5236609 [Task 63]
Progresso 3178000/5236609 [Task 132]
Progresso 3179000/5236609 [Task 68]
Progresso 3180000/5236609 [Task 4]
Progresso 3181000/5236609 [Task 73]
Progresso 3182000/5236609 [Task 9]
Progresso 3183000/5236609 [Task 78]
Progresso 3184000/5236609 [Task 14]
Progresso 3185000/5236609 [Task 83]
Progresso 3186000/5236609 [Task 19]
Progresso 3187000/5236609 [Task 88]
Progresso 3188000/5236609 [Task 24]
Progresso 3189000/5236609 [Task 93]
Progresso 3190000/5236609 [Task 29]
Progresso 3191000/5236609 [Task 98]
Progresso 3192000/5236609 [Task 34]
Progresso 3193000/5236609 [Task 103]
Progresso 3194000/5236609 [Task 39]
Progresso 3195000/5236609 [Task 108]
Progresso 3196000/5236609 [Task 44]
Progresso 3197000/5236609 [Task 113]
Progresso 3198000/5236609 [Task 49]
Progresso 3199000/5236609 [Task 118]
Progresso 3200000/5236609 [Task 54]
Progresso 3201000/5236609 [Task 123]
Progresso 3202000/5236609 [Task 59]
Progresso 3203000/5236609 [Task 128]
Progresso 3204000/5236609 [Task 64]
Progresso 3205000/5236609 [Task 133]
Progresso 3206000/5236609 [Task 69]
Progresso 3207000/5236609 [Task 5]
Progresso 3208000/5236609 [Task 74]
Progresso 3209000/5236609 [Task 10]
Progresso 3210000/5236609 [Task 79]
Progresso 3211000/5236609 [Task 15]
Progresso 3212000/5236609 [Task 84]
Progresso 3213000/5236609 [Task 20]
Progresso 3214000/5236609 [Task 89]
Progresso 3215000/5236609 [Task 25]
Progresso 3216000/5236609 [Task 94]
Progresso 3217000/5236609 [Task 30]
Progresso 3218000/5236609 [Task 99]
Progresso 3219000/5236609 [Task 35]
Progresso 3220000/5236609 [Task 104]
Progresso 3221000/5236609 [Task 40]
Progresso 3222000/5236609 [Task 109]
Progresso 3223000/5236609 [Task 45]
Progresso 3224000/5236609 [Task 114]
Progresso 3225000/5236609 [Task 50]
Progresso 3226000/5236609 [Task 119]
Progresso 3227000/5236609 [Task 55]
Progresso 3228000/5236609 [Task 124]
Progresso 3229000/5236609 [Task 60]
Progresso 3230000/5236609 [Task 129]
Progresso 3231000/5236609 [Task 65]
Progresso 3232000/5236609 [Task 134]
Progresso 3233000/5236609 [Task 70]
Progresso 3234000/5236609 [Task 6]
Progresso 3235000/5236609 [Task 75]
Progresso 3236000/5236609 [Task 11]
Progresso 3237000/5236609 [Task 80]
Progresso 3238000/5236609 [Task 16]
Progresso 3239000/5236609 [Task 85]
Progresso 3240000/5236609 [Task 21]
Progresso 3241000/5236609 [Task 90]
Progresso 3242000/5236609 [Task 26]
Progresso 3243000/5236609 [Task 95]
Progresso 3244000/5236609 [Task 31]
Progresso 3245000/5236609 [Task 100]
Progresso 3246000/5236609 [Task 36]
Progresso 3247000/5236609 [Task 105]
Progresso 3248000/5236609 [Task 41]
Progresso 3249000/5236609 [Task 110]
Progresso 3250000/5236609 [Task 46]
Progresso 3251000/5236609 [Task 115]
Progresso 3252000/5236609 [Task 51]
Progresso 3253000/5236609 [Task 120]
Progresso 3254000/5236609 [Task 56]
Progresso 3255000/5236609 [Task 125]
Progresso 3256000/5236609 [Task 61]
Progresso 3257000/5236609 [Task 130]
Progresso 3258000/5236609 [Task 66]
Progresso 3259000/5236609 [Task 2]
Progresso 3260000/5236609 [Task 71]
Progresso 3261000/5236609 [Task 7]
Progresso 3262000/5236609 [Task 76]
Progresso 3263000/5236609 [Task 12]
Progresso 3264000/5236609 [Task 81]
Progresso 3265000/5236609 [Task 17]
Progresso 3266000/5236609 [Task 86]
Progresso 3267000/5236609 [Task 22]
Progresso 3268000/5236609 [Task 91]
Progresso 3269000/5236609 [Task 27]
Progresso 3270000/5236609 [Task 96]
Progresso 3271000/5236609 [Task 32]
Progresso 3272000/5236609 [Task 101]
Progresso 3273000/5236609 [Task 37]
Progresso 3274000/5236609 [Task 106]
Progresso 3275000/5236609 [Task 42]
Progresso 3276000/5236609 [Task 111]
Progresso 3277000/5236609 [Task 47]
Progresso 3278000/5236609 [Task 116]
Progresso 3279000/5236609 [Task 52]
Progresso 3280000/5236609 [Task 121]
Progresso 3281000/5236609 [Task 57]
Progresso 3282000/5236609 [Task 126]
Progresso 3283000/5236609 [Task 62]
Progresso 3284000/5236609 [Task 131]
Progresso 3285000/5236609 [Task 67]
Progresso 3286000/5236609 [Task 3]
Progresso 3287000/5236609 [Task 72]
Progresso 3288000/5236609 [Task 8]
Progresso 3289000/5236609 [Task 77]
Progresso 3290000/5236609 [Task 13]
Progresso 3291000/5236609 [Task 82]
Progresso 3292000/5236609 [Task 18]
Progresso 3293000/5236609 [Task 87]
Progresso 3294000/5236609 [Task 23]
Progresso 3295000/5236609 [Task 92]
Progresso 3296000/5236609 [Task 28]
Progresso 3297000/5236609 [Task 97]
Progresso 3298000/5236609 [Task 33]
Progresso 3299000/5236609 [Task 102]
Progresso 3300000/5236609 [Task 38]
Progresso 3301000/5236609 [Task 107]
Progresso 3302000/5236609 [Task 43]
Progresso 3303000/5236609 [Task 112]
Progresso 3304000/5236609 [Task 48]
Progresso 3305000/5236609 [Task 117]
Progresso 3306000/5236609 [Task 53]
Progresso 3307000/5236609 [Task 122]
Progresso 3308000/5236609 [Task 58]
Progresso 3309000/5236609 [Task 127]
Progresso 3310000/5236609 [Task 63]
Progresso 3311000/5236609 [Task 132]
Progresso 3312000/5236609 [Task 68]
Progresso 3313000/5236609 [Task 4]
Progresso 3314000/5236609 [Task 73]
